Table Name|Field Name|Group|Value|Description|Used|Configuration Value|Memo
PaymPlan|PPStatus|AccRec|6|Failed (not paid according to plan)|Yes||
PaymPlan|PPStatus|AccRec|7|Credit control|Yes||
PaymPlan|PPType|AccRec|1|Due date change|Yes||
PaymPlan|PPType|AccRec|2|Part payment (one invoice)|Yes||
PaymPlan|PPType|AccRec|3|Payment plan (multiple invoices)|Yes||
PIndicator|IndicatorType|Indicators|1|Satisfaction Value|Yes||
PNPGroup|GroupType|GroupType|0|F&F (NOT IN USE)|Yes||
PNPGroup|GroupType|GroupType|1|Community (NOT IN USE)|Yes||
PNPGroup|GroupType|GroupType|2|Mate|Yes||
PPBatch|PBStatus|AccRec|0|Unpaid|Yes||
PPBatch|PBStatus|AccRec|1|Partly paid|Yes||
PPBatch|PBStatus|AccRec|2|Paid|Yes||
PPBatch|PBStatus|AccRec|5|EPayment|Yes||
Provisioning||UI_Maint|Left||Yes|Enable/Disable solog handling|
Provisioning|provmaint|UI_Maint|Top|Turn on/off provisioning|Yes|Notify backend of this incident via e-mail|
ReportConfRow|RowType|Reports|ErrorCode|Error codes|Yes||
ReportConfRow|RowType|Reports|ReportItem|Item on the repor|Yes||
RepText|TextType|Report|1|Billing Item|Yes||
RepText|TextType|Report|10|TMS Codes|Yes||
RepText|TextType|Report|11|Rating plan|Yes||
RepText|TextType|Report|12|Service package|Yes||
RepText|TextType|Report|13|Service component|Yes||
RepText|TextType|Report|14|Periodical contract|Yes||
RepText|TextType|Report|15|Servicelimit group|Yes||
RepText|TextType|Report|16|TMRule|Yes||
RepText|TextType|Report|2|Destination|Yes||
RepText|TextType|Report|20|Logistic operator|Yes||
RepText|TextType|Report|21|Logistic status|Yes||
RepText|TextType|Report|22|Courier|Yes||
RepText|TextType|Report|23|Delivery incident|Yes||
RepText|TextType|Report|24|Delivery incident measure|Yes||
RepText|TextType|Report|3|CCN|Yes||
RepText|TextType|Report|31|Discount plan|Yes||
RepText|TextType|Report|32|Language|Yes||
RepText|TextType|Report|4|Nationality|Yes||
RepText|TextType|Report|5|Country|Yes||
RepText|TextType|Report|6|Billing item group|Yes||
RepText|TextType|Report|61|BillItem on call extraction|Yes||
RepText|TextType|Report|7|Tax zone|Yes||
RepText|TextType|Report|8|Invoice section|Yes||
RepText|TextType|Report|9|CLI Type|Yes||
requem|0,0,1,2,3,4,5,6,7,9,8|SubsLMenu|1|Subscription type change|Yes||
requem|1,0,1,2,3,5,6,7,8,9|SubsLMenu|1|HLR service change|Yes||
requem|10,0,2,1,3,4,7,8,9|SubsLMenu|1|Agreement customer change|Yes||
requem|12,1,2,3,4,9|SubsLMenu|0|Customer.s marketing value update|Yes||
requem|13,0,1,2,3,4,5,6,9|SubsLMenu|1|Subscription creation|Yes||
requem|15,0,1,2,3,4,5,6,9,15,19|SubsLMenu|1|ICC change|Yes||
requem|18,0,1,2,3,4,5,6,8,9|SubsLMenu|1|Subscription termination|Yes||
requem|19,0,1,2,3,4,5,6,9|SubsLMenu|1|MSISDN change|Yes||
requem|20,0,1,2,3,4,9|SubsLMenu|1|On-demand invoice|Yes||
requem|21,0,1,2,3,4,9|SubsLMenu|0|Normal invoice|Yes||
requem|22,0,1,2,3,4,9|SubsLMenu|1|Credit note|Yes||
requem|23,0,1,2,3,4,7,9,15,16,17,19|SubsLMenu|0|Refunds|Yes||
requem|24,0,1,2,3,4,9,19,15|SubsLMenu|0|Bank account change|Yes||
requem|25,0,1,2,3,4,7,8,9|SubsLMenu|1|Suspend subscription|Yes||
requem|26,0,1,2,3,4,5,6,9|SubsLMenu|0|Release suspended subscription|Yes||
requem|27,0,1,2,3,4,9|SubsLMenu|0|Billing event price update|Yes||
requem|28,0,1,2,4|SubsLMenu|0|Price guarantee|Yes||
requem|3,0,1,2,3,4,9|SubsLMenu|0|User change|Yes||
requem|3,0,1,2,3,4,9|SubsLMenu|1|User customer change|Yes||
requem|30,0,1,2,3,4|SubsLMenu|1|SMS creation|Yes||
requem|31,0,1,2,3,4,9,15,19|SubsLMenu|0|Payment|Yes||
requem|32,0,2,4,19|SubsLMenu|0|Bank reference|Yes||
requem|33,0,1,2,3,4,9|SubsLMenu|0|Credit Check|Yes||
requem|34,0,1,2,3,4,9|SubsLMenu|0|Manual Payment|Yes||
requem|35,0,1,2,3,7,8,9|SubsLMenu|0|Barring and suspension|Yes||
requem|35,0,1,2,3,7,8,9|SubsLMenu|1|Barring and suspension|Yes||
requem|37,0,2,4,19|SubslMenu|0|SMS|Yes||
requem|39,0,1,2,3,4,9,99|SubsLMenu|0|Contract maintenance request|Yes||
requem|4,0,1,2,3,4,9|SubsLMenu|1|Invoice customer change|Yes||
requem|40,0,1,2,3,4,9|SubsLMenu|1|Limit update or creation|Yes||
requem|41,0,1,2,3,4,9|SubsLMenu|1|OP balance transfer|Yes||
requem|46,0,1,2,3,4,9|SubsLMenu|0|After Sales Order|Yes||
requem|5,0,1,2,3,4,9|SubsLMenu|0|Self service password update|Yes||
requem|52,0,4,2|SubsLMenu|0|Debt Collection|Yes||
requem|6,0,1,2,3,4,9|SubsLMenu|1|Customer�s address change|Yes||
requem|65,0,1,2,3,4,9|SubsLMenu|1|Rerate|Yes||
requem|70,0,1,2,3,4,9|SubsLMenu|1|Customer maintenance|Yes||
requem|76,0,1,2,3,4,9|SubsLMenu|1|Charge or compensation|Yes||
requem|77,0,1,2,3,4,9|SubsLMenu|0|Duplicate Invoice|No ||
requem|77,0,1,2,3,4,9|SubsLMenu|1|FAT handler|Yes||
requem|79,0,1,2,3,9|SubsLMenu|0|SMS invoice|Yes||
requem|8,0,1,2,3,4,7,8,9|SubsLMenu|1|Periodical contract creation|Yes||
requem|80,2|SubsLMenu|0|IMEI change|Yes||
requem|82,0,1,2,3,4,7,8,9|SubsLMenu|1|Balance reminder SMS|Yes||
requem|83,0,1,2,3,4,7,8,9|SubsLMenu|1|Contract penalty SMS|Yes||
requem|84,0,1,2,3,4,9|SubsLMenu|1|Fee deactivation|Yes||
requem|85,0,1,2,3,4,5,6,9|SubsLMenu|1|CM subscription termination|Yes||
requem|86,0,1,2,3,4,5,6,9|SubsLMenu|1|CM contract termination|Yes||
requem|87,0,1,2,3,4,9|SubsLMenu|1|Discount handler|Yes||
requem|88,0,1,2,3,4,5,6,9|SubsLMenu|1|Termination reminder|Yes||
requem|89,0,1,2,3,4|SubsLMenu|1|PDF file zipping|Yes||
requem|9,0,1,2,3,4,7,8,9|SubsLMenu|1|Periodical contract termination|Yes||
requem|90,0,1,2,3,4,9|SubsLMenu|1|Subscription update|Yes||
requem|91,0,1,2,3,4,9|SubsLMenu|1|Billing agreement update|Yes||
requem|95,0,1,2,3,4,9|SubsLMenu|1|Batch crediting|Yes||
RequestAction|Action|Request|1|Create|Yes||
RequestAction|Action|Request|12|Init-Terminate|Yes||
RequestAction|Action|Request|2|Terminate|Yes||
RequestAction|Action|Request|3|Recreate|Yes||
RequestAction|Action|Request|4|Precheck|Yes||
RequestAction|Action|Request|5|Leave as is|Yes||
RequestAction|ActionType|Request|BarringsNotAllowed|Barrings that prevent action|Yes||
RequestAction|ActionType|Request|CTServPac|Service package|Yes||
RequestAction|ActionType|Request|DayCampaign|Periodical contract|Yes||
RequestAction|ActionType|Request|DCType|Periodical contract type|Yes||
RequestAction|ActionType|Request|RequestsNotAllowed|Requests that prevent action|Yes||
RoamTariff|Ratetype|Roaming|1|Ad-Hoc Discount|Yes||
RoamTariff|RateType|Roaming|10|MTC Pricing|Yes||
RoamTariff|RateType|Roaming|2|Connection Charge|Yes||
RoamTariff|RateType|Roaming|3|Voice Charging|Yes||
RoamTariff|RateType|Roaming|4|SMS MO/MT|Yes||
RoamTariff|RateType|Roaming|5|GPRS|Yes||
RoamTariff|RateType|Roaming|7|Value Added Numbers|Yes||
RoamTariff|RateType|Roaming|8|Zone Pricing|Yes||
RoamTariff|RateType|Roaming|9|Country Code Pricing|Yes||
RoamTariff|Service|Roaming|GPRS||Yes||
RoamTariff|Service|Roaming|SMS||Yes||
RoamTariff|Service|Roaming|VOICE||Yes||
RZItem|RZIType|RoamGroup|B2B|B2B roaming group|Yes||
RZItem|RZIType|RoamGroup|B2C|B2C roaming group|Yes||
ServCom|ActType|Service|0|Activated in HLR|Yes||
ServCom|ActType|Service|1|NOT Activated in HLR|Yes||
ServCom|ActType|Service|2|Other activation|Yes||
ServCom|ActType|Service|3|TMCounter activation|Yes||
ServCom|Target|Service|0|Mobile Subscription|Yes||
ServCom|Target|Service|1|CLIType|Yes||
ServFee|EventSource|Service|B2B|B2B fees|Yes||
ServFee|EventSource|Service|CC|Customer care|Yes||
ServFee|EventSource|Service|ORDER|Order entry|Yes||
ServFee|EventType|Service|1|Activation|Yes||
ServFee|EventType|Service|2|Modification|Yes||
ServFee|EventType|Service|3|Deactivation|Yes||
ServFee|ServType|Service|CLISpec|Specification for one CLI|No ||
ServFee|ServType|Service|CUSTOMER|Customer|Yes||
ServFee|ServType|Service|FAX|FAX|No ||
ServFee|ServType|Service|InvSpec|Invoice specification|No ||
ServFee|ServType|Service|MOBSUB|MOBSUB|Yes||
ServFee|ServType|Service|OPEN|OPEN|No ||
ServFee|ServType|Service|OWNER|OWNER|No ||
ServFee|ServType|Service|PaymPlan|PaymPlan|No ||
ServFee|ServType|Service|PNP|PNP|No ||
ServFee|ServType|Service|PRINTS|PRINTS|No ||
ServFee|ServType|Service|REPORTS|REPORTS|No ||
ServFee|ServType|Service|SERVICE|SERVICE|Yes||
ServFee|ServType|Service|VOICEM|VOICEM|No ||
Service|Service|CallBlock|1|Puheluestot 1 = Aikuisviihde|Yes||
SLCDRRule|SLName|Rating|BillCode|Billcode TO CDR|Yes||
SLCDRRule|SLName|Rating|CCN|CCN to CDR|Yes||
SLCDRRule|SLName|Rating|Refprice|Reference price to CDR|Yes||
SLGAanalyse|SLGAType|Servicelimit|1|Monthly servicelimit|Yes||
SLGAanalyse|SLGAType|Servicelimit|2|Day campaign|Yes||
SLGAanalyse|SLGAType|Servicelimit|3|Discount|Yes||
SLGAanalyse|SLGAType|Servicelimit|4|Progressive rating|Yes||
SLGAanalyse|SLGAType|ServiceLimit|5|Installment|Yes||
SLGAanalyse|SLGAType|Servicelimit|6|Rating pool|Yes||
SLGAnalyse|bdest|bdest|1|B-Destination|Yes||
SLGAnalyse|bDest|bDest|2|B-Destination Class|Yes||
SLGAnalyse|bdest|bdest|3|B-Destination Type|Yes||
SPRule|Rule|Rule|0|Not Allowed|Yes||
SPRule|Rule|Rule|1|Allowed|Yes||
SPRule|Rule|Rule|2|Obligatory|Yes||
SubventionLog|RejectReason|Subvention|SUBR1|No valid dealer class|Yes||
SubventionLog|RejectReason|Subvention|SUBR2|Ongoing experiment period|Yes||
SubventionLog|RejectReason|Subvention|SUBR4|Contract cancellation|Yes||
SubventionLog|RejectReason|Subvention|SUBR5|Missing device group|Yes||
SubventionLog|RejectReason|Subvention|SUBR6|No active rate|Yes||
SubventionLog|RejectReason|Subvention|SUBR7|Backorder|Yes||
SubventionRate|SubvGroup|Subvention|ADeviceContract|Device contract group A|Yes||
SubventionRate|SubvGroup|Subvention|BDeviceContract|Device contract group B|Yes||
SubventionRate|SubvGroup|Subvention|CDeviceContract|Device contract group C|Yes||
SubventionRate|SubvGroup|Subvention|DDeviceContract|Device contract group D|Yes||
SubventionRate|SubvGroup|Subvention|EDeviceContract|Device contract group E|Yes||
SubventionRule|SubvClass|Subvention|ASubvClass|Subvention class A|Yes||
SubventionRule|SubvClass|Subvention|CSubvClass|Subvention class C|Yes||
SubventionRule|SubvType|Subvention|Device|Device subvention|Yes||
Tariff|DataType|Tariff|1|Minute|Yes||
Tariff|DataType|Tariff|2|Second|Yes||
Tariff|DataType|Tariff|3|GigaByte|Yes||
tariff|Datatype|tariff|4|MegaByte|Yes||
Tariff|DataType|Tariff|5|Quantity|Yes||
Tariff|DataType|Tariff|6|Amount(EUR)|Yes||
Tariff|TZName|Maint|1|Off Peak|Yes||
Tariff|TZName|Maint|2|Peak|Yes||
Tariff|TZName|Maint|3|Off Peak|Yes||
Tariff|ZoneName|Rating|A|Day|Yes||
Tariff|ZoneName|Rating|B|Working day 07-17|Yes||
Tariff|ZoneName|Rating|C|Working days 17-07 and weekends|Yes||
Tariff|ZoneName|Rating|D|Weekend|Yes||
Tariff|ZoneName|Rating|E|National Holiday|Yes||
TCC|Pulses|Pulses|0|not effect|Yes||
TCC|Pulses|Pulses|1|Add 3rd party charge|Yes||
TCC|Pulses|Pulses|2|Add pulses|No ||
TCC|TariffRule|Rule|1|Only Tariff|Yes||
TCC|TariffRule|Rule|2|Only TariffClass|Yes||
TCC|TariffRule|Rule|3|TariffClass and Tariff|Yes||
TCC|TCCRule|Rule|0|NO RULES|Yes||
TCC|TCCRule|Rule|1|DURATION RULES|Yes||
TCC|TCCRule|Rule|2|Data Amount Rule(bytes)|Yes||
TCC|TrafficType|Type|1|Terminating call|Yes||
TCC|TrafficType|Type|2|Originating call|Yes||
TMRLimit|ValueType|TMR|1|Amount|Yes||
TMRLimit|ValueType|TMR|2|Percentage|Yes||
TMRule|CounterAmount|TMR|1|Minute|Yes||
TMRule|CounterAmount|TMR|2|Second|Yes||
TMRule|CounterAmount|TMR|3|Gigabyte|Yes||
TMRule|CounterAmount|TMR|4|Megabyte|Yes||
TMRule|CounterAmount|TMR|5|Quantity|Yes||
TMRule|CounterAmount|TMR|6|Amount|Yes||
TMRule|CounterAmount|TMR|7|Reference Price|Yes||
TMRule|CounterPeriod|TMR|1|Daily|Yes||
TMRule|CounterPeriod|TMR|2|Calendar month|Yes||
TMRule|CounterPeriod|TMR|3|Billing Period(invseq)|Yes||
TMRule|CounterType|TMR|0|No counters|Yes||
TMRule|CounterType|TMR|1|Counter for each period, delete after period|Yes||~
TMRule|CounterType|TMR|2|Counter for each period, retain after period|Yes||~
TMRule|CounterType|TMR|3|One counter over periods|Yes||
TMRule|LimitCompare|TMR|1|Triggered when limit is exceeded|Yes||
TMRule|LimitCompare|TMR|2|Triggered when value drops below limit|Yes||
TMRule|LimitSource|TMR|0|Limit not used|Yes||
TMRule|LimitSource|TMR|1|Customer based|Yes||
TMRule|LimitSource|TMR|2|Subscription based|Yes||
TMRule|LimitSource|TMR|3|Default limit from rule|Yes||
TMRule|LimitSource|TMR|4|Customer based or default from rule|Yes||
TMRule|LimitSource|TMR|5|Dynamic, based on package sizes|Yes||
TMRule|TicketType|TMR|1|Mobile CDR|Yes||
TMRule|TicketType|TMR|2|Fraud CDR|Yes||
TriggerConf|EventRule|TriggerConfType|0|Not in use - do not create triggerevent|Yes||
TriggerConf|EventRule|TriggerConfType|1|Trigger Generated - Not Analysed|Yes||
TriggerConf|EventRule|TriggerConfType|4|Generate re-rate requests|Yes||
UserLimit|LimitType||1|One time charge - Postpaid|Yes||
UserLimit|LimitType||2|One time compensation - Postpaid|Yes||
UserLimit|LimitType||3|One time charge - Prepaid|Yes||
UserLimit|LimitType||4|One time compensation - Prepaid|Yes||
UserLimit|LimitType||5|Monthly charge - Postpaid|Yes||
UserLimit|LimitType||6|Monthly compensation - Postpaid|Yes||
UserLimit|LimitType||7|Monthly charge - Prepaid|Yes||
UserLimit|LimitType||8|Monthly compensation - Prepaid|Yes||
UserLimit|LimitType||9|Credit Note|Yes||
