Group|Table Name|Field Name|Description|Value|Used|Configuration Value|Memo
AccRec|PaymPlan|PPStatus|Failed (not paid according to plan)|6|Yes||
AccRec|PaymPlan|PPStatus|Credit control|7|Yes||
AccRec|PaymPlan|PPType|Due date change|1|Yes||
AccRec|PaymPlan|PPType|Part payment (one invoice)|2|Yes||
AccRec|PaymPlan|PPType|Payment plan (multiple invoices)|3|Yes||
Indicators|PIndicator|IndicatorType|Satisfaction Value|1|Yes||
GroupType|PNPGroup|GroupType|F&F (NOT IN USE)|0|Yes||
GroupType|PNPGroup|GroupType|Community (NOT IN USE)|1|Yes||
GroupType|PNPGroup|GroupType|Mate|2|Yes||
AccRec|PPBatch|PBStatus|Unpaid|0|Yes||
AccRec|PPBatch|PBStatus|Partly paid|1|Yes||
AccRec|PPBatch|PBStatus|Paid|2|Yes||
AccRec|PPBatch|PBStatus|EPayment|5|Yes||
UI_Maint|Provisioning|||Left|Yes|Enable/Disable solog handling|
UI_Maint|Provisioning|provmaint|Turn on/off provisioning|Top|Yes|Notify backend of this incident via e-mail|
Reports|ReportConfRow|RowType|Error codes|ErrorCode|Yes||
Reports|ReportConfRow|RowType|Item on the repor|ReportItem|Yes||
Report|RepText|TextType|Billing Item|1|Yes||
Report|RepText|TextType|TMS Codes|10|Yes||
Report|RepText|TextType|Rating plan|11|Yes||
Report|RepText|TextType|Service package|12|Yes||
Report|RepText|TextType|Service component|13|Yes||
Report|RepText|TextType|Periodical contract|14|Yes||
Report|RepText|TextType|Servicelimit group|15|Yes||
Report|RepText|TextType|TMRule|16|Yes||
Report|RepText|TextType|Destination|2|Yes||
Report|RepText|TextType|Logistic operator|20|Yes||
Report|RepText|TextType|Logistic status|21|Yes||
Report|RepText|TextType|Courier|22|Yes||
Report|RepText|TextType|Delivery incident|23|Yes||
Report|RepText|TextType|Delivery incident measure|24|Yes||
Report|RepText|TextType|CCN|3|Yes||
Report|RepText|TextType|Discount plan|31|Yes||
Report|RepText|TextType|Language|32|Yes||
Report|RepText|TextType|Nationality|4|Yes||
Report|RepText|TextType|Country|5|Yes||
Report|RepText|TextType|Billing item group|6|Yes||
Report|RepText|TextType|BillItem on call extraction|61|Yes||
Report|RepText|TextType|Tax zone|7|Yes||
Report|RepText|TextType|Invoice section|8|Yes||
Report|RepText|TextType|CLI Type|9|Yes||
SubsLMenu|requem|0,0,1,2,3,4,5,6,7,9,8|Subscription type change|1|Yes||
SubsLMenu|requem|1,0,1,2,3,5,6,7,8,9|HLR service change|1|Yes||
SubsLMenu|requem|10,0,2,1,3,4,7,8,9|Agreement customer change|1|Yes||
SubsLMenu|requem|12,1,2,3,4,9|Customer.s marketing value update|0|Yes||
SubsLMenu|requem|13,0,1,2,3,4,5,6,9|Subscription creation|1|Yes||
SubsLMenu|requem|15,0,1,2,3,4,5,6,9,15,19|ICC change|1|Yes||
SubsLMenu|requem|18,0,1,2,3,4,5,6,8,9|Subscription termination|1|Yes||
SubsLMenu|requem|19,0,1,2,3,4,5,6,9|MSISDN change|1|Yes||
SubsLMenu|requem|20,0,1,2,3,4,9|On-demand invoice|1|Yes||
SubsLMenu|requem|21,0,1,2,3,4,9|Normal invoice|0|Yes||
SubsLMenu|requem|22,0,1,2,3,4,9|Credit note|1|Yes||
SubsLMenu|requem|23,0,1,2,3,4,7,9,15,16,17,19|Refunds|0|Yes||
SubsLMenu|requem|24,0,1,2,3,4,9,19,15|Bank account change|0|Yes||
SubsLMenu|requem|25,0,1,2,3,4,7,8,9|Suspend subscription|1|Yes||
SubsLMenu|requem|26,0,1,2,3,4,5,6,9|Release suspended subscription|0|Yes||
SubsLMenu|requem|27,0,1,2,3,4,9|Billing event price update|0|Yes||
SubsLMenu|requem|28,0,1,2,4|Price guarantee|0|Yes||
SubsLMenu|requem|3,0,1,2,3,4,9|User change|0|Yes||
SubsLMenu|requem|3,0,1,2,3,4,9|User customer change|1|Yes||
SubsLMenu|requem|30,0,1,2,3,4|SMS creation|1|Yes||
SubsLMenu|requem|31,0,1,2,3,4,9,15,19|Payment|0|Yes||
SubsLMenu|requem|32,0,2,4,19|Bank reference|0|Yes||
SubsLMenu|requem|33,0,1,2,3,4,9|Credit Check|0|Yes||
SubsLMenu|requem|34,0,1,2,3,4,9|Manual Payment|0|Yes||
SubsLMenu|requem|35,0,1,2,3,7,8,9|Barring and suspension|0|Yes||
SubsLMenu|requem|35,0,1,2,3,7,8,9|Barring and suspension|1|Yes||
SubslMenu|requem|37,0,2,4,19|SMS|0|Yes||
SubsLMenu|requem|39,0,1,2,3,4,9,99|Contract maintenance request|0|Yes||
SubsLMenu|requem|4,0,1,2,3,4,9|Invoice customer change|1|Yes||
SubsLMenu|requem|40,0,1,2,3,4,9|Limit update or creation|1|Yes||
SubsLMenu|requem|41,0,1,2,3,4,9|OP balance transfer|1|Yes||
SubsLMenu|requem|46,0,1,2,3,4,9|After Sales Order|0|Yes||
SubsLMenu|requem|5,0,1,2,3,4,9|Self service password update|0|Yes||
SubsLMenu|requem|52,0,4,2|Debt Collection|0|Yes||
SubsLMenu|requem|6,0,1,2,3,4,9|Customer�s address change|1|Yes||
SubsLMenu|requem|65,0,1,2,3,4,9|Rerate|1|Yes||
SubsLMenu|requem|70,0,1,2,3,4,9|Customer maintenance|1|Yes||
SubsLMenu|requem|76,0,1,2,3,4,9|Charge or compensation|1|Yes||
SubsLMenu|requem|77,0,1,2,3,4,9|Duplicate Invoice|0|No ||
SubsLMenu|requem|77,0,1,2,3,4,9|FAT handler|1|Yes||
SubsLMenu|requem|79,0,1,2,3,9|SMS invoice|0|Yes||
SubsLMenu|requem|8,0,1,2,3,4,7,8,9|Periodical contract creation|1|Yes||
SubsLMenu|requem|80,2|IMEI change|0|Yes||
SubsLMenu|requem|82,0,1,2,3,4,7,8,9|Balance reminder SMS|1|Yes||
SubsLMenu|requem|83,0,1,2,3,4,7,8,9|Contract penalty SMS|1|Yes||
SubsLMenu|requem|84,0,1,2,3,4,9|Fee deactivation|1|Yes||
SubsLMenu|requem|85,0,1,2,3,4,5,6,9|CM subscription termination|1|Yes||
SubsLMenu|requem|86,0,1,2,3,4,5,6,9|CM contract termination|1|Yes||
SubsLMenu|requem|87,0,1,2,3,4,9|Discount handler|1|Yes||
SubsLMenu|requem|88,0,1,2,3,4,5,6,9|Termination reminder|1|Yes||
SubsLMenu|requem|89,0,1,2,3,4|PDF file zipping|1|Yes||
SubsLMenu|requem|9,0,1,2,3,4,7,8,9|Periodical contract termination|1|Yes||
SubsLMenu|requem|90,0,1,2,3,4,9|Subscription update|1|Yes||
SubsLMenu|requem|91,0,1,2,3,4,9|Billing agreement update|1|Yes||
SubsLMenu|requem|95,0,1,2,3,4,9|Batch crediting|1|Yes||
Request|RequestAction|Action|Create|1|Yes||
Request|RequestAction|Action|Init-Terminate|12|Yes||
Request|RequestAction|Action|Terminate|2|Yes||
Request|RequestAction|Action|Recreate|3|Yes||
Request|RequestAction|Action|Precheck|4|Yes||
Request|RequestAction|Action|Leave as is|5|Yes||
Request|RequestAction|ActionType|Barrings that prevent action|BarringsNotAllowed|Yes||
Request|RequestAction|ActionType|Service package|CTServPac|Yes||
Request|RequestAction|ActionType|Periodical contract|DayCampaign|Yes||
Request|RequestAction|ActionType|Periodical contract type|DCType|Yes||
Request|RequestAction|ActionType|Requests that prevent action|RequestsNotAllowed|Yes||
Roaming|RoamTariff|Ratetype|Ad-Hoc Discount|1|Yes||
Roaming|RoamTariff|RateType|MTC Pricing|10|Yes||
Roaming|RoamTariff|RateType|Connection Charge|2|Yes||
Roaming|RoamTariff|RateType|Voice Charging|3|Yes||
Roaming|RoamTariff|RateType|SMS MO/MT|4|Yes||
Roaming|RoamTariff|RateType|GPRS|5|Yes||
Roaming|RoamTariff|RateType|Value Added Numbers|7|Yes||
Roaming|RoamTariff|RateType|Zone Pricing|8|Yes||
Roaming|RoamTariff|RateType|Country Code Pricing|9|Yes||
Roaming|RoamTariff|Service||GPRS|Yes||
Roaming|RoamTariff|Service||SMS|Yes||
Roaming|RoamTariff|Service||VOICE|Yes||
RoamGroup|RZItem|RZIType|B2B roaming group|B2B|Yes||
RoamGroup|RZItem|RZIType|B2C roaming group|B2C|Yes||
Service|ServCom|ActType|Activated in HLR|0|Yes||
Service|ServCom|ActType|NOT Activated in HLR|1|Yes||
Service|ServCom|ActType|Other activation|2|Yes||
Service|ServCom|ActType|TMCounter activation|3|Yes||
Service|ServCom|Target|Mobile Subscription|0|Yes||
Service|ServCom|Target|CLIType|1|Yes||
Service|ServFee|EventSource|B2B fees|B2B|Yes||
Service|ServFee|EventSource|Customer care|CC|Yes||
Service|ServFee|EventSource|Order entry|ORDER|Yes||
Service|ServFee|EventType|Activation|1|Yes||
Service|ServFee|EventType|Modification|2|Yes||
Service|ServFee|EventType|Deactivation|3|Yes||
Service|ServFee|ServType|Specification for one CLI|CLISpec|No ||
Service|ServFee|ServType|Customer|CUSTOMER|Yes||
Service|ServFee|ServType|FAX|FAX|No ||
Service|ServFee|ServType|Invoice specification|InvSpec|No ||
Service|ServFee|ServType|MOBSUB|MOBSUB|Yes||
Service|ServFee|ServType|OPEN|OPEN|No ||
Service|ServFee|ServType|OWNER|OWNER|No ||
Service|ServFee|ServType|PaymPlan|PaymPlan|No ||
Service|ServFee|ServType|PNP|PNP|No ||
Service|ServFee|ServType|PRINTS|PRINTS|No ||
Service|ServFee|ServType|REPORTS|REPORTS|No ||
Service|ServFee|ServType|SERVICE|SERVICE|Yes||
Service|ServFee|ServType|VOICEM|VOICEM|No ||
CallBlock|Service|Service|Puheluestot 1 = Aikuisviihde|1|Yes||
Rating|SLCDRRule|SLName|Billcode TO CDR|BillCode|Yes||
Rating|SLCDRRule|SLName|CCN to CDR|CCN|Yes||
Rating|SLCDRRule|SLName|Reference price to CDR|Refprice|Yes||
Servicelimit|SLGAanalyse|SLGAType|Monthly servicelimit|1|Yes||
Servicelimit|SLGAanalyse|SLGAType|Day campaign|2|Yes||
Servicelimit|SLGAanalyse|SLGAType|Discount|3|Yes||
Servicelimit|SLGAanalyse|SLGAType|Progressive rating|4|Yes||
ServiceLimit|SLGAanalyse|SLGAType|Installment|5|Yes||
Servicelimit|SLGAanalyse|SLGAType|Rating pool|6|Yes||
bdest|SLGAnalyse|bdest|B-Destination|1|Yes||
bDest|SLGAnalyse|bDest|B-Destination Class|2|Yes||
bdest|SLGAnalyse|bdest|B-Destination Type|3|Yes||
Rule|SPRule|Rule|Not Allowed|0|Yes||
Rule|SPRule|Rule|Allowed|1|Yes||
Rule|SPRule|Rule|Obligatory|2|Yes||
Subvention|SubventionLog|RejectReason|No valid dealer class|SUBR1|Yes||
Subvention|SubventionLog|RejectReason|Ongoing experiment period|SUBR2|Yes||
Subvention|SubventionLog|RejectReason|Contract cancellation|SUBR4|Yes||
Subvention|SubventionLog|RejectReason|Missing device group|SUBR5|Yes||
Subvention|SubventionLog|RejectReason|No active rate|SUBR6|Yes||
Subvention|SubventionLog|RejectReason|Backorder|SUBR7|Yes||
Subvention|SubventionRate|SubvGroup|Device contract group A|ADeviceContract|Yes||
Subvention|SubventionRate|SubvGroup|Device contract group B|BDeviceContract|Yes||
Subvention|SubventionRate|SubvGroup|Device contract group C|CDeviceContract|Yes||
Subvention|SubventionRate|SubvGroup|Device contract group D|DDeviceContract|Yes||
Subvention|SubventionRate|SubvGroup|Device contract group E|EDeviceContract|Yes||
Subvention|SubventionRule|SubvClass|Subvention class A|ASubvClass|Yes||
Subvention|SubventionRule|SubvClass|Subvention class C|CSubvClass|Yes||
Subvention|SubventionRule|SubvType|Device subvention|Device|Yes||
Tariff|Tariff|DataType|Minute|1|Yes||
Tariff|Tariff|DataType|Second|2|Yes||
Tariff|Tariff|DataType|GigaByte|3|Yes||
tariff|tariff|Datatype|MegaByte|4|Yes||
Tariff|Tariff|DataType|Quantity|5|Yes||
Tariff|Tariff|DataType|Amount(EUR)|6|Yes||
Maint|Tariff|TZName|Off Peak|1|Yes||
Maint|Tariff|TZName|Peak|2|Yes||
Maint|Tariff|TZName|Off Peak|3|Yes||
Rating|Tariff|ZoneName|Day|A|Yes||
Rating|Tariff|ZoneName|Working day 07-17|B|Yes||
Rating|Tariff|ZoneName|Working days 17-07 and weekends|C|Yes||
Rating|Tariff|ZoneName|Weekend|D|Yes||
Rating|Tariff|ZoneName|National Holiday|E|Yes||
Pulses|TCC|Pulses|not effect|0|Yes||
Pulses|TCC|Pulses|Add 3rd party charge|1|Yes||
Pulses|TCC|Pulses|Add pulses|2|No ||
Rule|TCC|TariffRule|Only Tariff|1|Yes||
Rule|TCC|TariffRule|Only TariffClass|2|Yes||
Rule|TCC|TariffRule|TariffClass and Tariff|3|Yes||
Rule|TCC|TCCRule|NO RULES|0|Yes||
Rule|TCC|TCCRule|DURATION RULES|1|Yes||
Rule|TCC|TCCRule|Data Amount Rule(bytes)|2|Yes||
Type|TCC|TrafficType|Terminating call|1|Yes||
Type|TCC|TrafficType|Originating call|2|Yes||
TMR|TMRLimit|ValueType|Amount|1|Yes||
TMR|TMRLimit|ValueType|Percentage|2|Yes||
TMR|TMRule|CounterAmount|Minute|1|Yes||
TMR|TMRule|CounterAmount|Second|2|Yes||
TMR|TMRule|CounterAmount|Gigabyte|3|Yes||
TMR|TMRule|CounterAmount|Megabyte|4|Yes||
TMR|TMRule|CounterAmount|Quantity|5|Yes||
TMR|TMRule|CounterAmount|Amount|6|Yes||
TMR|TMRule|CounterAmount|Reference Price|7|Yes||
TMR|TMRule|CounterPeriod|Daily|1|Yes||
TMR|TMRule|CounterPeriod|Calendar month|2|Yes||
TMR|TMRule|CounterPeriod|Billing Period(invseq)|3|Yes||
TMR|TMRule|CounterType|No counters|0|Yes||
TMR|TMRule|CounterType|Counter for each period, delete after period|1|Yes||~
TMR|TMRule|CounterType|Counter for each period, retain after period|2|Yes||~
TMR|TMRule|CounterType|One counter over periods|3|Yes||
TMR|TMRule|LimitCompare|Triggered when limit is exceeded|1|Yes||
TMR|TMRule|LimitCompare|Triggered when value drops below limit|2|Yes||
TMR|TMRule|LimitSource|Limit not used|0|Yes||
TMR|TMRule|LimitSource|Customer based|1|Yes||
TMR|TMRule|LimitSource|Subscription based|2|Yes||
TMR|TMRule|LimitSource|Default limit from rule|3|Yes||
TMR|TMRule|LimitSource|Customer based or default from rule|4|Yes||
TMR|TMRule|LimitSource|Dynamic, based on package sizes|5|Yes||
TMR|TMRule|TicketType|Mobile CDR|1|Yes||
TMR|TMRule|TicketType|Fraud CDR|2|Yes||
TriggerConfType|TriggerConf|EventRule|Not in use - do not create triggerevent|0|Yes||
TriggerConfType|TriggerConf|EventRule|Trigger Generated - Not Analysed|1|Yes||
TriggerConfType|TriggerConf|EventRule|Generate re-rate requests|4|Yes||
|UserLimit|LimitType|One time charge - Postpaid|1|Yes||
|UserLimit|LimitType|One time compensation - Postpaid|2|Yes||
|UserLimit|LimitType|One time charge - Prepaid|3|Yes||
|UserLimit|LimitType|One time compensation - Prepaid|4|Yes||
|UserLimit|LimitType|Monthly charge - Postpaid|5|Yes||
|UserLimit|LimitType|Monthly compensation - Postpaid|6|Yes||
|UserLimit|LimitType|Monthly charge - Prepaid|7|Yes||
|UserLimit|LimitType|Monthly compensation - Prepaid|8|Yes||
|UserLimit|LimitType|Credit Note|9|Yes||
